age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
0.24285714285714288,admin.,single,university.degree,no,yes,no,cellular,jul,mon,0.12270107054625308,0.0588235294117647,1.0,0.0,nonexistent,no
0.44285714285714284,technician,divorced,unknown,no,yes,yes,cellular,oct,thu,0.02223442217952237,0.0,1.0,0.0,nonexistent,no
0.15714285714285714,services,divorced,high.school,no,no,yes,telephone,jun,mon,0.0990941531704639,0.0588235294117647,1.0,0.0,nonexistent,no
0.2,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,0.2994784518254186,0.029411764705882353,0.005005005005005005,0.16666666666666666,success,yes
0.27142857142857146,self-employed,married,university.degree,no,no,no,cellular,may,fri,0.10842712050507823,0.0,1.0,0.16666666666666666,failure,no
0.30000000000000004,technician,single,professional.course,unknown,no,no,telephone,jun,mon,0.11858358495745264,0.08823529411764705,1.0,0.0,nonexistent,yes
0.4714285714285714,services,married,high.school,unknown,yes,no,telephone,jul,mon,0.1636014273950041,0.0588235294117647,1.0,0.0,nonexistent,yes
0.14285714285714285,admin.,single,high.school,no,yes,no,cellular,may,tue,0.016195443315948393,0.0588235294117647,1.0,0.0,nonexistent,no
0.2285714285714286,management,married,university.degree,no,yes,no,cellular,may,wed,0.021136426022508918,0.08823529411764705,1.0,0.0,nonexistent,no
0.18571428571428572,technician,single,high.school,no,yes,yes,cellular,aug,tue,0.21081526214658247,0.0,1.0,0.0,nonexistent,yes
0.18571428571428572,admin.,married,university.degree,no,yes,no,cellular,aug,thu,0.02635190776832281,0.11764705882352941,1.0,0.0,nonexistent,no
0.18571428571428572,admin.,single,university.degree,no,yes,no,telephone,jun,wed,0.09799615701345045,0.029411764705882353,1.0,0.0,nonexistent,no
0.2857142857142857,self-employed,single,university.degree,no,no,no,telephone,may,thu,0.12599505901729344,0.029411764705882353,1.0,0.0,nonexistent,no
0.2142857142857143,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,0.0030194894317869883,0.14705882352941174,1.0,0.0,nonexistent,no
0.2,technician,single,university.degree,no,no,no,cellular,aug,tue,0.07246774636288772,0.32352941176470584,1.0,0.0,nonexistent,no
0.5142857142857142,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,0.19160032939884708,0.0,1.0,0.0,nonexistent,no
0.3285714285714286,admin.,divorced,high.school,no,yes,no,telephone,jun,tue,0.05599780400768597,0.029411764705882353,1.0,0.0,nonexistent,no
0.5857142857142857,services,married,basic.4y,unknown,no,no,cellular,aug,thu,0.02552841065056272,0.1764705882352941,1.0,0.0,nonexistent,no
0.5571428571428572,retired,married,university.degree,no,yes,no,cellular,apr,thu,0.10266264068075762,0.0,0.002002002002002002,0.16666666666666666,success,no
0.2857142857142857,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,0.06917375789184738,0.0,1.0,0.0,nonexistent,no
0.4,admin.,married,university.degree,no,yes,no,telephone,may,tue,0.04337084820203129,0.0,1.0,0.0,nonexistent,no
0.27142857142857146,unemployed,single,university.degree,no,yes,yes,cellular,nov,tue,0.026077408729069447,0.0,1.0,0.0,nonexistent,no
0.41428571428571426,services,single,basic.9y,no,unknown,unknown,telephone,jun,thu,0.22920669777655778,0.0588235294117647,1.0,0.0,nonexistent,yes
0.3857142857142857,admin.,single,university.degree,no,no,no,cellular,aug,thu,0.13862201482294811,0.0,1.0,0.0,nonexistent,yes
0.2571428571428571,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,0.0043919846280538015,0.0,1.0,0.0,nonexistent,no
0.3142857142857143,unemployed,single,high.school,no,yes,no,cellular,jul,mon,0.08234971177600878,0.11764705882352941,1.0,0.0,nonexistent,no
0.2857142857142857,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,0.04940982706560527,0.029411764705882353,1.0,0.16666666666666666,failure,no
0.37142857142857144,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,0.10705462530881141,0.029411764705882353,1.0,0.0,nonexistent,no
0.10000000000000003,self-employed,married,university.degree,no,yes,no,telephone,may,fri,0.07521273675542135,0.029411764705882353,1.0,0.0,nonexistent,no
0.17142857142857143,blue-collar,single,basic.6y,no,yes,no,telephone,jul,tue,0.03705737029920395,0.11764705882352941,1.0,0.0,nonexistent,no
0.3571428571428571,management,married,professional.course,no,no,no,cellular,nov,tue,0.07054625308811419,0.029411764705882353,1.0,0.0,nonexistent,no
0.5714285714285714,retired,married,basic.6y,unknown,no,no,telephone,may,mon,0.07356574251990118,0.0588235294117647,1.0,0.0,nonexistent,no
0.18571428571428572,technician,married,professional.course,no,yes,no,telephone,may,wed,0.04309634916277793,0.14705882352941174,1.0,0.0,nonexistent,no
0.5,management,married,university.degree,no,no,no,cellular,jul,tue,0.13093604172385395,0.029411764705882353,1.0,0.0,nonexistent,no
0.48571428571428577,admin.,married,unknown,no,no,no,cellular,aug,tue,0.024979412572055996,0.0,1.0,0.0,nonexistent,no
0.27142857142857146,management,married,university.degree,unknown,no,yes,cellular,apr,fri,0.020861926983255556,0.0,1.0,0.16666666666666666,failure,no
0.5714285714285714,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,0.028273401043096346,0.0,1.0,0.0,nonexistent,no
0.27142857142857146,services,married,high.school,no,yes,yes,cellular,may,thu,0.11968158111446608,0.0588235294117647,1.0,0.0,nonexistent,no
0.2857142857142857,admin.,single,unknown,no,yes,no,cellular,may,fri,0.052429316497392256,0.0,1.0,0.0,nonexistent,no
0.2142857142857143,services,single,basic.9y,no,yes,no,cellular,apr,thu,0.13258303595937412,0.029411764705882353,1.0,0.0,nonexistent,no
0.3857142857142857,services,married,high.school,unknown,yes,no,cellular,may,fri,0.06862475981334065,0.0,1.0,0.0,nonexistent,no
0.37142857142857144,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,0.07109525116662091,0.0,1.0,0.0,nonexistent,no
0.2857142857142857,blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,0.10678012626955805,0.029411764705882353,1.0,0.0,nonexistent,no
0.2285714285714286,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,0.0019214932747735382,0.0,1.0,0.0,nonexistent,no
0.41428571428571426,management,married,university.degree,no,yes,no,cellular,jul,wed,0.0337633818281636,0.0,1.0,0.0,nonexistent,no
0.5857142857142857,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,0.025253911611309358,0.0,1.0,0.0,nonexistent,no
0.4714285714285714,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,0.08152621465824869,0.029411764705882353,1.0,0.0,nonexistent,no
0.18571428571428572,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,0.11144660993686521,0.029411764705882353,1.0,0.0,nonexistent,no
0.5428571428571428,management,married,university.degree,no,yes,yes,cellular,nov,wed,0.02854790008234971,0.0,1.0,0.16666666666666666,failure,no
0.30000000000000004,admin.,married,university.degree,no,no,no,telephone,jun,mon,0.03705737029920395,0.029411764705882353,1.0,0.0,nonexistent,no
0.3285714285714286,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,0.23442217952237165,0.0,1.0,0.0,nonexistent,yes
0.3285714285714286,management,divorced,basic.6y,no,yes,no,cellular,nov,thu,0.0403513587702443,0.0,1.0,0.0,nonexistent,no
0.5,services,married,high.school,unknown,no,no,telephone,may,thu,0.055723304968432606,0.08823529411764705,1.0,0.0,nonexistent,no
0.24285714285714288,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,0.04090035684875103,0.08823529411764705,1.0,0.0,nonexistent,no
0.5714285714285714,retired,married,basic.9y,no,no,yes,cellular,may,wed,0.03952786165248422,0.0,1.0,0.0,nonexistent,no
0.10000000000000003,self-employed,married,professional.course,no,yes,no,telephone,jun,wed,0.10815262146582486,0.029411764705882353,1.0,0.0,nonexistent,no
0.24285714285714288,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,0.14356299752950863,0.0,1.0,0.16666666666666666,failure,no
0.14285714285714285,services,single,high.school,no,no,no,cellular,jul,wed,0.02003842986549547,0.0,1.0,0.0,nonexistent,no
0.5285714285714286,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,0.05407631073291243,0.0588235294117647,1.0,0.16666666666666666,failure,no
0.5142857142857142,entrepreneur,married,basic.4y,unknown,no,yes,telephone,may,thu,0.02964589623936316,0.0,1.0,0.0,nonexistent,no
0.3857142857142857,technician,divorced,basic.9y,unknown,no,no,cellular,jul,wed,0.021959923140269007,0.029411764705882353,1.0,0.0,nonexistent,no
0.2,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,0.03129289047488334,0.0,1.0,0.16666666666666666,failure,no
0.4571428571428572,admin.,married,basic.9y,unknown,yes,no,cellular,aug,thu,0.03348888278891023,0.0588235294117647,1.0,0.0,nonexistent,no
0.8142857142857143,retired,married,basic.4y,no,no,no,cellular,apr,tue,0.02992039527861652,0.0,1.0,0.16666666666666666,failure,yes
0.2142857142857143,self-employed,divorced,unknown,no,no,no,telephone,may,wed,0.318693384573154,0.08823529411764705,1.0,0.0,nonexistent,no
0.15714285714285714,management,married,university.degree,no,no,yes,cellular,aug,wed,0.04968432610485863,0.029411764705882353,1.0,0.0,nonexistent,no
0.3857142857142857,management,married,university.degree,no,yes,no,cellular,may,thu,0.06560527038155366,0.0,1.0,0.0,nonexistent,no
0.2857142857142857,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,0.09881965413121054,0.0,1.0,0.0,nonexistent,yes
0.08571428571428574,services,single,professional.course,no,yes,no,telephone,may,mon,0.08619269832555586,0.0,1.0,0.0,nonexistent,no
0.3285714285714286,technician,married,professional.course,no,yes,no,cellular,aug,mon,0.2701070546253088,0.0,1.0,0.0,nonexistent,no
0.5714285714285714,retired,divorced,high.school,no,yes,no,cellular,jun,tue,0.1819928630249794,0.0,1.0,0.0,nonexistent,yes
0.2285714285714286,admin.,married,university.degree,no,no,yes,telephone,may,wed,0.04309634916277793,0.029411764705882353,1.0,0.0,nonexistent,no
0.2285714285714286,admin.,married,university.degree,no,no,no,cellular,nov,mon,0.038704364534724124,0.029411764705882353,1.0,0.0,nonexistent,no
0.27142857142857146,technician,divorced,professional.course,no,no,no,telephone,may,wed,0.10266264068075762,0.0,1.0,0.0,nonexistent,no
0.5,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,0.193796321712874,0.0,1.0,0.0,nonexistent,yes
0.5142857142857142,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,0.21877573428493,0.38235294117647056,1.0,0.0,nonexistent,no
0.2,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,0.06862475981334065,0.0,1.0,0.0,nonexistent,no
0.34285714285714286,admin.,married,high.school,no,yes,no,cellular,jul,fri,0.08536920120779577,0.14705882352941174,1.0,0.0,nonexistent,no
0.14285714285714285,technician,single,professional.course,no,yes,no,cellular,aug,thu,0.017293439472961844,0.029411764705882353,0.003003003003003003,0.16666666666666666,success,yes
0.2142857142857143,services,single,high.school,no,yes,no,telephone,may,fri,0.03046939335712325,0.0,1.0,0.0,nonexistent,no
0.3285714285714286,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,0.040625857809497665,0.029411764705882353,1.0,0.0,nonexistent,no
0.18571428571428572,services,married,high.school,no,no,yes,cellular,nov,thu,0.013450452923414766,0.0,1.0,0.0,nonexistent,no
0.3142857142857143,technician,married,basic.9y,unknown,no,yes,telephone,may,thu,0.046939335712325,0.08823529411764705,1.0,0.0,nonexistent,no
0.5,unknown,married,basic.9y,no,no,yes,cellular,nov,wed,0.06642876749931374,0.0,1.0,0.16666666666666666,failure,no
0.3142857142857143,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,0.07054625308811419,0.0,1.0,0.0,nonexistent,no
0.9142857142857144,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,0.07658523195168816,0.0588235294117647,0.003003003003003003,0.3333333333333333,success,yes
0.14285714285714285,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,0.031018391435629972,0.0,1.0,0.0,nonexistent,no
0.17142857142857143,admin.,married,high.school,unknown,yes,no,cellular,nov,wed,0.0675267636563272,0.0588235294117647,1.0,0.0,nonexistent,no
0.18571428571428572,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,0.08482020312928903,0.0,0.006006006006006006,0.5,success,yes
0.2,technician,single,university.degree,no,yes,no,cellular,aug,wed,0.04611583859456492,0.0,1.0,0.0,nonexistent,no
0.5142857142857142,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,0.041998353005764474,0.0,1.0,0.0,nonexistent,no
0.18571428571428572,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,0.04172385396651111,0.0,1.0,0.0,nonexistent,no
0.4571428571428572,services,married,unknown,no,yes,no,cellular,aug,thu,0.024704913532802634,0.029411764705882353,1.0,0.0,nonexistent,no
0.41428571428571426,technician,single,unknown,no,no,no,cellular,jul,tue,0.032116387592643424,0.029411764705882353,1.0,0.0,nonexistent,no
0.18571428571428572,admin.,single,high.school,no,yes,yes,cellular,may,wed,0.04090035684875103,0.0,1.0,0.0,nonexistent,no
0.2,unemployed,married,high.school,no,yes,no,cellular,nov,thu,0.17567938512215206,0.0,1.0,0.0,nonexistent,no
0.4,admin.,single,high.school,no,yes,no,cellular,nov,mon,0.05462530881141916,0.029411764705882353,1.0,0.3333333333333333,failure,no
0.41428571428571426,admin.,single,high.school,no,no,no,cellular,may,mon,0.3057919297282459,0.029411764705882353,1.0,0.0,nonexistent,no
0.2,admin.,single,high.school,no,no,no,cellular,nov,mon,0.020312928904748832,0.029411764705882353,1.0,0.3333333333333333,failure,no
0.48571428571428577,services,divorced,high.school,unknown,no,no,cellular,nov,mon,0.052154817458138894,0.0,1.0,0.0,nonexistent,no
0.3857142857142857,admin.,married,high.school,no,yes,no,cellular,oct,fri,0.20258029096898159,0.0588235294117647,0.006006006006006006,0.16666666666666666,success,yes
0.2,admin.,married,university.degree,no,yes,no,cellular,may,fri,0.10266264068075762,0.029411764705882353,1.0,0.0,nonexistent,no
0.7571428571428571,blue-collar,divorced,basic.4y,unknown,no,no,cellular,aug,thu,0.06148778479275322,0.0,1.0,0.0,nonexistent,no
0.44285714285714284,services,married,high.school,no,yes,no,telephone,may,fri,0.09442766950315673,0.029411764705882353,1.0,0.0,nonexistent,no
0.4,admin.,married,high.school,no,yes,yes,telephone,jun,wed,0.040625857809497665,0.2647058823529412,1.0,0.0,nonexistent,no
0.4,blue-collar,married,professional.course,no,no,no,cellular,nov,fri,0.10513313203403787,0.0,1.0,0.0,nonexistent,no
0.2857142857142857,admin.,married,university.degree,no,yes,no,cellular,aug,tue,0.00960746637386769,0.14705882352941174,1.0,0.0,nonexistent,no
0.5571428571428572,services,married,professional.course,unknown,no,no,cellular,aug,mon,0.041998353005764474,0.029411764705882353,1.0,0.0,nonexistent,no
0.3285714285714286,services,single,high.school,unknown,unknown,unknown,cellular,may,mon,0.21191325830359592,0.029411764705882353,1.0,0.16666666666666666,failure,no
0.37142857142857144,technician,married,professional.course,no,no,no,telephone,may,fri,0.034037880867416964,0.0588235294117647,1.0,0.0,nonexistent,no
0.41428571428571426,technician,married,university.degree,no,yes,no,cellular,aug,wed,0.09470216854241009,0.1764705882352941,1.0,0.0,nonexistent,no
0.3142857142857143,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,0.2610485863299478,0.029411764705882353,1.0,0.0,nonexistent,no
0.5571428571428572,retired,single,professional.course,no,yes,no,telephone,may,mon,0.05160581937963217,0.0,1.0,0.0,nonexistent,no
0.12857142857142856,admin.,single,unknown,no,no,no,cellular,mar,tue,0.03513587702443041,0.0,0.003003003003003003,0.16666666666666666,success,yes
0.48571428571428577,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,0.22206972275597034,0.0,1.0,0.0,nonexistent,yes
0.2285714285714286,management,married,university.degree,no,yes,yes,telephone,jun,wed,0.05270381553664562,0.0,1.0,0.0,nonexistent,no
0.34285714285714286,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,0.042272852045017836,0.0,1.0,0.0,nonexistent,no
0.4714285714285714,technician,married,unknown,no,yes,no,telephone,jun,fri,0.004666483667307164,0.0588235294117647,1.0,0.0,nonexistent,no
0.3857142857142857,management,married,basic.4y,unknown,yes,no,telephone,may,fri,0.02744990392533626,0.0,1.0,0.0,nonexistent,no
0.5428571428571428,retired,married,high.school,no,no,no,cellular,may,mon,0.08701619544331594,0.0,1.0,0.0,nonexistent,no
0.3285714285714286,management,married,university.degree,no,yes,no,cellular,may,thu,0.02552841065056272,0.0,1.0,0.0,nonexistent,no
0.37142857142857144,admin.,married,high.school,no,yes,no,cellular,aug,fri,0.03046939335712325,0.0,1.0,0.0,nonexistent,no
0.4571428571428572,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,0.08042821850123524,0.0588235294117647,0.003003003003003003,0.16666666666666666,success,yes
0.5142857142857142,self-employed,married,high.school,no,no,no,cellular,aug,tue,0.03266538567115015,0.0588235294117647,1.0,0.0,nonexistent,no
0.4714285714285714,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,0.1078781224265715,0.0,1.0,0.0,nonexistent,no
0.17142857142857143,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,0.008234971177600877,0.0,1.0,0.0,nonexistent,no
0.34285714285714286,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,0.010430963491627778,0.20588235294117646,1.0,0.0,nonexistent,no
0.3285714285714286,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,0.12132857534998627,0.29411764705882354,1.0,0.0,nonexistent,no
0.41428571428571426,services,single,basic.9y,no,no,no,cellular,nov,tue,0.05133132034037881,0.029411764705882353,1.0,0.0,nonexistent,no
0.24285714285714288,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,0.031018391435629972,0.0,1.0,0.16666666666666666,failure,no
0.5714285714285714,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,0.017567938512215206,0.0,1.0,0.16666666666666666,failure,no
0.4571428571428572,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,0.17265989569036508,0.029411764705882353,1.0,0.0,nonexistent,yes
0.3285714285714286,technician,married,professional.course,no,no,no,telephone,may,tue,0.025253911611309358,0.0,1.0,0.0,nonexistent,no
0.2857142857142857,technician,married,university.degree,no,yes,no,cellular,may,wed,0.0403513587702443,0.0,1.0,0.0,nonexistent,no
0.2,student,single,university.degree,no,no,no,cellular,nov,thu,0.04144935492725775,0.029411764705882353,1.0,0.0,nonexistent,no
0.04285714285714287,student,single,high.school,no,no,no,cellular,aug,tue,0.07109525116662091,0.0,1.0,0.16666666666666666,failure,no
0.4,admin.,divorced,basic.9y,unknown,no,no,telephone,may,wed,0.11611309360417238,0.0,1.0,0.0,nonexistent,no
